IDucznia;Ocena;Data;IDprzedmiotu
332;5;2008-12-26;7
335;4;2008-12-26;3
336;2;2008-12-26;10
343;2;2008-12-26;5
343;1;2008-12-26;5
347;5;2008-12-26;2
358;1;2008-12-26;9
371;5;2008-12-26;7
372;3;2008-12-26;7
373;4;2008-12-26;4
379;1;2008-12-26;8
384;1;2008-12-26;9
384;4;2008-12-26;5
385;2;2008-12-26;2
386;4;2008-12-26;9
392;3;2008-12-26;3
394;4;2008-12-26;4
395;5;2008-12-26;9
399;1;2008-12-26;9
403;3;2008-12-26;10
403;3;2008-12-26;2
408;2;2008-12-26;3
410;4;2008-12-26;9
5;2;2008-12-27;4
10;3;2008-12-27;2
37;3;2008-12-27;3
45;2;2008-12-27;9
51;2;2008-12-27;5
53;1;2008-12-27;8
56;1;2008-12-27;1
64;4;2008-12-27;4
76;5;2008-12-27;4
78;1;2008-12-27;8
81;2;2008-12-27;2
91;2;2008-12-27;4
98;2;2008-12-27;3
104;4;2008-12-27;8
106;4;2008-12-27;8
106;3;2008-12-27;3
113;2;2008-12-27;10
114;2;2008-12-27;7
114;2;2008-12-27;2
131;5;2008-12-27;8
133;3;2008-12-27;2
135;4;2008-12-27;4
136;5;2008-12-27;4
164;3;2008-12-27;3
167;4;2008-12-27;9
182;2;2008-12-27;1
183;1;2008-12-27;9
183;1;2008-12-27;2
186;3;2008-12-27;8
188;2;2008-12-27;9
192;4;2008-12-27;2
199;2;2008-12-27;3
213;3;2008-12-27;3
220;3;2008-12-27;6
223;1;2008-12-27;9
223;5;2008-12-27;6
236;3;2008-12-27;3
259;4;2008-12-27;6
259;4;2008-12-27;3
265;3;2008-12-27;10
267;1;2008-12-27;2
281;4;2008-12-27;4
292;2;2008-12-27;4
294;3;2008-12-27;2
306;3;2008-12-27;3
310;2;2008-12-27;9
313;2;2008-12-27;5
314;1;2008-12-27;8
315;1;2008-12-27;1
318;4;2008-12-27;4
323;5;2008-12-27;4
324;1;2008-12-27;8
325;2;2008-12-27;2
330;2;2008-12-27;4
333;2;2008-12-27;3
336;4;2008-12-27;8
336;4;2008-12-27;8
336;3;2008-12-27;3
339;2;2008-12-27;10
339;2;2008-12-27;7
339;2;2008-12-27;2
346;5;2008-12-27;8
347;3;2008-12-27;2
348;4;2008-12-27;4
348;5;2008-12-27;4
360;3;2008-12-27;3
361;4;2008-12-27;9
368;2;2008-12-27;1
368;1;2008-12-27;9
368;1;2008-12-27;2
370;3;2008-12-27;8
370;2;2008-12-27;9
372;4;2008-12-27;2
375;2;2008-12-27;3
381;3;2008-12-27;3
385;3;2008-12-27;6
386;1;2008-12-27;9
386;5;2008-12-27;6
391;3;2008-12-27;3
401;4;2008-12-27;6
401;4;2008-12-27;3
404;3;2008-12-27;10
405;1;2008-12-27;2
410;4;2008-12-27;4
7;2;2008-12-28;7
7;3;2008-12-28;9
25;3;2008-12-28;9
34;4;2008-12-28;3
53;5;2008-12-28;5
61;1;2008-12-28;3
65;1;2008-12-28;2
78;4;2008-12-28;8
98;4;2008-12-28;9
100;5;2008-12-28;5
103;2;2008-12-28;4
106;2;2008-12-28;7
107;3;2008-12-28;1
121;1;2008-12-28;8
139;2;2008-12-28;1
148;3;2008-12-28;8
156;2;2008-12-28;7
157;2;2008-12-28;6
161;2;2008-12-28;7
166;2;2008-12-28;2
169;3;2008-12-28;2
196;3;2008-12-28;9
209;2;2008-12-28;8
214;3;2008-12-28;6
216;5;2008-12-28;9
240;5;2008-12-28;2
244;3;2008-12-28;8
247;3;2008-12-28;9
266;4;2008-12-28;9
269;4;2008-12-28;2
272;2;2008-12-28;8
272;3;2008-12-28;2
277;4;2008-12-28;3
293;2;2008-12-28;7
293;3;2008-12-28;9
301;3;2008-12-28;9
304;4;2008-12-28;3
314;5;2008-12-28;5
317;1;2008-12-28;3
319;1;2008-12-28;2
324;4;2008-12-28;8
333;4;2008-12-28;9
334;5;2008-12-28;5
335;2;2008-12-28;4
336;2;2008-12-28;7
337;3;2008-12-28;1
342;1;2008-12-28;8
349;2;2008-12-28;1
353;3;2008-12-28;8
356;2;2008-12-28;7
357;2;2008-12-28;6
359;2;2008-12-28;7
361;2;2008-12-28;2
362;3;2008-12-28;2
374;3;2008-12-28;9
380;2;2008-12-28;8
382;3;2008-12-28;6
383;5;2008-12-28;9
393;5;2008-12-28;2
395;3;2008-12-28;8
396;3;2008-12-28;9
404;4;2008-12-28;9
405;4;2008-12-28;2
406;2;2008-12-28;8
406;3;2008-12-28;2
408;4;2008-12-28;3
13;4;2008-12-29;6
21;4;2008-12-29;7
21;2;2008-12-29;2
26;2;2008-12-29;5
59;4;2008-12-29;3
63;5;2008-12-29;6
88;5;2008-12-29;7
101;4;2008-12-29;4
110;2;2008-12-29;7
115;2;2008-12-29;2
122;3;2008-12-29;1
132;1;2008-12-29;3
139;4;2008-12-29;9
145;5;2008-12-29;8
169;2;2008-12-29;9
180;3;2008-12-29;3
184;2;2008-12-29;6
193;2;2008-12-29;9
204;3;2008-12-29;9
225;4;2008-12-29;7
237;1;2008-12-29;5
245;3;2008-12-29;4
262;5;2008-12-29;6
268;1;2008-12-29;6
273;2;2008-12-29;2
273;5;2008-12-29;4
273;2;2008-12-29;2
285;3;2008-12-29;2
289;3;2008-12-29;5
290;2;2008-12-29;2
290;1;2008-12-29;4
295;4;2008-12-29;6
299;4;2008-12-29;7
299;2;2008-12-29;2
302;2;2008-12-29;5
317;4;2008-12-29;3
318;5;2008-12-29;6
328;5;2008-12-29;7
334;4;2008-12-29;4
338;2;2008-12-29;7
340;2;2008-12-29;2
343;3;2008-12-29;1
347;1;2008-12-29;3
349;4;2008-12-29;9
352;5;2008-12-29;8
362;2;2008-12-29;9
367;3;2008-12-29;3
369;2;2008-12-29;6
373;2;2008-12-29;9
377;3;2008-12-29;9
387;4;2008-12-29;7
392;1;2008-12-29;5
395;3;2008-12-29;4
403;5;2008-12-29;6
405;1;2008-12-29;6
407;2;2008-12-29;2
407;5;2008-12-29;4
407;2;2008-12-29;2
412;3;2008-12-29;2
413;3;2008-12-29;5
414;2;2008-12-29;2
414;1;2008-12-29;4
7;1;2008-12-30;10
8;2;2008-12-30;8
20;2;2008-12-30;1
60;5;2008-12-30;7
69;4;2008-12-30;8
70;2;2008-12-30;9
76;3;2008-12-30;1
83;2;2008-12-30;9
96;5;2008-12-30;6
104;3;2008-12-30;3
104;3;2008-12-30;7
106;2;2008-12-30;2
108;2;2008-12-30;4
144;4;2008-12-30;9
148;2;2008-12-30;9
152;3;2008-12-30;9
188;2;2008-12-30;2
190;3;2008-12-30;3
190;1;2008-12-30;4
200;2;2008-12-30;9
204;1;2008-12-30;1
211;3;2008-12-30;9
212;3;2008-12-30;4
214;3;2008-12-30;6
214;4;2008-12-30;3
216;5;2008-12-30;9
232;3;2008-12-30;9
243;3;2008-12-30;3
251;2;2008-12-30;6
257;4;2008-12-30;10
262;3;2008-12-30;10
267;1;2008-12-30;9
268;4;2008-12-30;3
290;2;2008-12-30;9
293;1;2008-12-30;10
293;2;2008-12-30;8
299;2;2008-12-30;1
317;5;2008-12-30;7
321;4;2008-12-30;8
321;2;2008-12-30;9
323;3;2008-12-30;1
326;2;2008-12-30;9
332;5;2008-12-30;6
336;3;2008-12-30;3
336;3;2008-12-30;7
336;2;2008-12-30;2
337;2;2008-12-30;4
351;4;2008-12-30;9
353;2;2008-12-30;9
355;3;2008-12-30;9
370;2;2008-12-30;2
371;3;2008-12-30;3
371;1;2008-12-30;4
375;2;2008-12-30;9
377;1;2008-12-30;1
380;3;2008-12-30;9
381;3;2008-12-30;4
382;3;2008-12-30;6
382;4;2008-12-30;3
383;5;2008-12-30;9
390;3;2008-12-30;9
394;3;2008-12-30;3
398;2;2008-12-30;6
400;4;2008-12-30;10
403;3;2008-12-30;10
405;1;2008-12-30;9
405;4;2008-12-30;3
414;2;2008-12-30;9
7;2;2008-12-31;6
23;1;2008-12-31;3
25;1;2008-12-31;3
28;2;2008-12-31;3
29;1;2008-12-31;7
34;4;2008-12-31;8
43;4;2008-12-31;5
47;2;2008-12-31;9
53;4;2008-12-31;7
55;1;2008-12-31;1
73;5;2008-12-31;2
87;2;2008-12-31;2
97;2;2008-12-31;5
106;3;2008-12-31;4
110;4;2008-12-31;10
115;4;2008-12-31;1
122;3;2008-12-31;7
147;1;2008-12-31;8
148;4;2008-12-31;4
152;5;2008-12-31;9
173;4;2008-12-31;2
174;1;2008-12-31;6
174;2;2008-12-31;2
175;3;2008-12-31;6
179;1;2008-12-31;5
179;2;2008-12-31;4
182;5;2008-12-31;4
188;1;2008-12-31;8
201;1;2008-12-31;10
210;3;2008-12-31;2
220;5;2008-12-31;10
225;2;2008-12-31;10
238;2;2008-12-31;7
241;4;2008-12-31;5
243;2;2008-12-31;9
253;2;2008-12-31;6
255;5;2008-12-31;7
263;5;2008-12-31;9
293;2;2008-12-31;6
300;1;2008-12-31;3
301;1;2008-12-31;3
302;2;2008-12-31;3
302;1;2008-12-31;7
304;4;2008-12-31;8
309;4;2008-12-31;5
311;2;2008-12-31;9
314;4;2008-12-31;7
315;1;2008-12-31;1
322;5;2008-12-31;2
328;2;2008-12-31;2
332;2;2008-12-31;5
336;3;2008-12-31;4
338;4;2008-12-31;10
340;4;2008-12-31;1
343;3;2008-12-31;7
353;1;2008-12-31;8
353;4;2008-12-31;4
355;5;2008-12-31;9
364;4;2008-12-31;2
364;1;2008-12-31;6
364;2;2008-12-31;2
365;3;2008-12-31;6
367;1;2008-12-31;5
367;2;2008-12-31;4
368;5;2008-12-31;4
370;1;2008-12-31;8
376;1;2008-12-31;10
380;3;2008-12-31;2
385;5;2008-12-31;10
387;2;2008-12-31;10
392;2;2008-12-31;7
394;4;2008-12-31;5
394;2;2008-12-31;9
399;2;2008-12-31;6
400;5;2008-12-31;7
403;5;2008-12-31;9
37;4;2009-01-01;4
53;3;2009-01-01;2
61;3;2009-01-01;2
62;5;2009-01-01;7
85;4;2009-01-01;1
98;2;2009-01-01;7
101;3;2009-01-01;6
113;5;2009-01-01;5
114;2;2009-01-01;4
118;2;2009-01-01;4
125;3;2009-01-01;2
144;2;2009-01-01;4
148;3;2009-01-01;3
149;3;2009-01-01;7
155;3;2009-01-01;10
162;5;2009-01-01;6
173;4;2009-01-01;6
185;3;2009-01-01;8
194;2;2009-01-01;1
196;4;2009-01-01;3
199;4;2009-01-01;4
212;3;2009-01-01;2
249;4;2009-01-01;6
252;3;2009-01-01;5
257;3;2009-01-01;5
283;1;2009-01-01;7
286;4;2009-01-01;4
290;3;2009-01-01;6
306;4;2009-01-01;4
314;3;2009-01-01;2
317;3;2009-01-01;2
318;5;2009-01-01;7
327;4;2009-01-01;1
333;2;2009-01-01;7
334;3;2009-01-01;6
339;5;2009-01-01;5
339;2;2009-01-01;4
341;2;2009-01-01;4
344;3;2009-01-01;2
351;2;2009-01-01;4
353;3;2009-01-01;3
354;3;2009-01-01;7
356;3;2009-01-01;10
359;5;2009-01-01;6
364;4;2009-01-01;6
369;3;2009-01-01;8
373;2;2009-01-01;1
374;4;2009-01-01;3
375;4;2009-01-01;4
381;3;2009-01-01;2
397;4;2009-01-01;6
398;3;2009-01-01;5
400;3;2009-01-01;5
411;1;2009-01-01;7
412;4;2009-01-01;4
414;3;2009-01-01;6
6;4;2009-01-02;8
20;2;2009-01-02;9
35;4;2009-01-02;5
47;5;2009-01-02;9
61;1;2009-01-02;4
64;2;2009-01-02;10
102;1;2009-01-02;9
106;2;2009-01-02;4
111;4;2009-01-02;10
112;3;2009-01-02;9
115;5;2009-01-02;4
122;4;2009-01-02;1
124;1;2009-01-02;6
125;3;2009-01-02;2
153;4;2009-01-02;4
159;2;2009-01-02;9
162;3;2009-01-02;6
168;5;2009-01-02;10
172;3;2009-01-02;5
179;3;2009-01-02;10
181;2;2009-01-02;9
198;4;2009-01-02;2
208;3;2009-01-02;2
219;3;2009-01-02;3
230;2;2009-01-02;3
236;1;2009-01-02;5
239;3;2009-01-02;8
242;3;2009-01-02;9
252;3;2009-01-02;7
263;3;2009-01-02;8
265;2;2009-01-02;1
276;1;2009-01-02;7
290;3;2009-01-02;4
292;4;2009-01-02;8
299;2;2009-01-02;9
305;4;2009-01-02;5
311;5;2009-01-02;9
317;1;2009-01-02;4
318;2;2009-01-02;10
335;1;2009-01-02;9
336;2;2009-01-02;4
338;4;2009-01-02;10
339;3;2009-01-02;9
340;5;2009-01-02;4
343;4;2009-01-02;1
344;1;2009-01-02;6
344;3;2009-01-02;2
355;4;2009-01-02;4
358;2;2009-01-02;9
359;3;2009-01-02;6
362;5;2009-01-02;10
363;3;2009-01-02;5
367;3;2009-01-02;10
368;2;2009-01-02;9
375;4;2009-01-02;2
379;3;2009-01-02;2
384;3;2009-01-02;3
389;2;2009-01-02;3
391;1;2009-01-02;5
393;3;2009-01-02;8
394;3;2009-01-02;9
398;3;2009-01-02;7
403;3;2009-01-02;8
404;2;2009-01-02;1
408;1;2009-01-02;7
414;3;2009-01-02;4
23;2;2009-01-03;7
34;4;2009-01-03;3
41;4;2009-01-03;4
44;2;2009-01-03;4
62;5;2009-01-03;3
68;2;2009-01-03;2
78;5;2009-01-03;7
82;1;2009-01-03;5
103;4;2009-01-03;7
108;2;2009-01-03;3
115;2;2009-01-03;8
115;3;2009-01-03;1
123;1;2009-01-03;7
128;4;2009-01-03;1
128;3;2009-01-03;5
136;1;2009-01-03;3
138;1;2009-01-03;3
140;1;2009-01-03;8
146;2;2009-01-03;3
148;2;2009-01-03;9
157;2;2009-01-03;2
164;2;2009-01-03;6
168;4;2009-01-03;7
169;3;2009-01-03;4
173;4;2009-01-03;3
179;5;2009-01-03;7
179;3;2009-01-03;6
187;3;2009-01-03;5
212;2;2009-01-03;9
212;4;2009-01-03;5
218;5;2009-01-03;2
221;3;2009-01-03;8
227;4;2009-01-03;1
233;5;2009-01-03;6
234;3;2009-01-03;8
234;3;2009-01-03;3
234;2;2009-01-03;5
275;4;2009-01-03;8
276;3;2009-01-03;2
276;4;2009-01-03;2
283;4;2009-01-03;7
285;4;2009-01-03;8
300;2;2009-01-03;7
304;4;2009-01-03;3
308;4;2009-01-03;4
310;2;2009-01-03;4
318;5;2009-01-03;3
320;2;2009-01-03;2
324;5;2009-01-03;7
326;1;2009-01-03;5
335;4;2009-01-03;7
337;2;2009-01-03;3
340;2;2009-01-03;8
340;3;2009-01-03;1
343;1;2009-01-03;7
345;4;2009-01-03;1
345;3;2009-01-03;5
348;1;2009-01-03;3
349;1;2009-01-03;3
350;1;2009-01-03;8
352;2;2009-01-03;3
353;2;2009-01-03;9
357;2;2009-01-03;2
360;2;2009-01-03;6
362;4;2009-01-03;7
362;3;2009-01-03;4
364;4;2009-01-03;3
367;5;2009-01-03;7
367;3;2009-01-03;6
370;3;2009-01-03;5
381;2;2009-01-03;9
381;4;2009-01-03;5
384;5;2009-01-03;2
385;3;2009-01-03;8
387;4;2009-01-03;1
390;5;2009-01-03;6
390;3;2009-01-03;8
390;3;2009-01-03;3
390;2;2009-01-03;5
408;4;2009-01-03;8
408;3;2009-01-03;2
408;4;2009-01-03;2
411;4;2009-01-03;7
412;4;2009-01-03;8
8;4;2009-01-04;8
24;3;2009-01-04;9
30;5;2009-01-04;8
51;5;2009-01-04;7
64;3;2009-01-04;5
69;5;2009-01-04;7
77;3;2009-01-04;5
79;5;2009-01-04;2
84;2;2009-01-04;6
89;2;2009-01-04;8
90;4;2009-01-04;5
98;4;2009-01-04;2
100;3;2009-01-04;8
162;2;2009-01-04;5
164;4;2009-01-04;5
176;1;2009-01-04;7
186;3;2009-01-04;3
220;2;2009-01-04;1
230;5;2009-01-04;3
233;5;2009-01-04;5
245;4;2009-01-04;2
250;2;2009-01-04;8
258;2;2009-01-04;6
258;4;2009-01-04;1
261;4;2009-01-04;2
261;3;2009-01-04;8
288;5;2009-01-04;4
293;4;2009-01-04;8
300;3;2009-01-04;9
303;5;2009-01-04;8
313;5;2009-01-04;7
318;3;2009-01-04;5
321;5;2009-01-04;7
324;3;2009-01-04;5
325;5;2009-01-04;2
326;2;2009-01-04;6
329;2;2009-01-04;8
329;4;2009-01-04;5
333;4;2009-01-04;2
334;3;2009-01-04;8
359;2;2009-01-04;5
360;4;2009-01-04;5
365;1;2009-01-04;7
370;3;2009-01-04;3
385;2;2009-01-04;1
389;5;2009-01-04;3
390;5;2009-01-04;5
395;4;2009-01-04;2
397;2;2009-01-04;8
401;2;2009-01-04;6
401;4;2009-01-04;1
402;4;2009-01-04;2
402;3;2009-01-04;8
413;5;2009-01-04;4
3;3;2009-01-05;4
16;3;2009-01-05;8
22;3;2009-01-05;5
34;1;2009-01-05;4
41;2;2009-01-05;9
44;4;2009-01-05;3
59;1;2009-01-05;9
62;3;2009-01-05;5
64;4;2009-01-05;6
65;4;2009-01-05;2
79;2;2009-01-05;6
92;2;2009-01-05;8
97;2;2009-01-05;7
102;4;2009-01-05;10
113;4;2009-01-05;7
115;2;2009-01-05;6
122;2;2009-01-05;1
128;4;2009-01-05;6
129;2;2009-01-05;7
157;3;2009-01-05;8
188;5;2009-01-05;3
216;3;2009-01-05;2
217;2;2009-01-05;8
238;3;2009-01-05;2
263;2;2009-01-05;5
265;3;2009-01-05;4
282;4;2009-01-05;1
291;3;2009-01-05;4
297;3;2009-01-05;8
299;3;2009-01-05;5
304;1;2009-01-05;4
308;2;2009-01-05;9
310;4;2009-01-05;3
317;1;2009-01-05;9
318;3;2009-01-05;5
318;4;2009-01-05;6
319;4;2009-01-05;2
325;2;2009-01-05;6
330;2;2009-01-05;8
332;2;2009-01-05;7
335;4;2009-01-05;10
339;4;2009-01-05;7
340;2;2009-01-05;6
343;2;2009-01-05;1
345;4;2009-01-05;6
345;2;2009-01-05;7
357;3;2009-01-05;8
370;5;2009-01-05;3
383;3;2009-01-05;2
383;2;2009-01-05;8
392;3;2009-01-05;2
403;2;2009-01-05;5
404;3;2009-01-05;4
410;4;2009-01-05;1
40;1;2009-01-06;6
52;5;2009-01-06;7
53;3;2009-01-06;1
56;2;2009-01-06;8
66;3;2009-01-06;5
71;2;2009-01-06;8
83;2;2009-01-06;1
93;4;2009-01-06;7
96;5;2009-01-06;4
99;5;2009-01-06;9
100;5;2009-01-06;3
131;2;2009-01-06;1
137;3;2009-01-06;5
163;3;2009-01-06;6
174;3;2009-01-06;3
190;4;2009-01-06;8
193;3;2009-01-06;6
196;3;2009-01-06;1
198;5;2009-01-06;5
204;3;2009-01-06;6
211;1;2009-01-06;3
211;3;2009-01-06;10
229;3;2009-01-06;8
244;5;2009-01-06;7
253;5;2009-01-06;4
265;1;2009-01-06;4
275;1;2009-01-06;1
281;2;2009-01-06;6
289;4;2009-01-06;6
307;1;2009-01-06;6
314;5;2009-01-06;7
314;3;2009-01-06;1
315;2;2009-01-06;8
319;3;2009-01-06;5
321;2;2009-01-06;8
326;2;2009-01-06;1
331;4;2009-01-06;7
332;5;2009-01-06;4
333;5;2009-01-06;9
334;5;2009-01-06;3
346;2;2009-01-06;1
348;3;2009-01-06;5
360;3;2009-01-06;6
364;3;2009-01-06;3
371;4;2009-01-06;8
373;3;2009-01-06;6
374;3;2009-01-06;1
375;5;2009-01-06;5
377;3;2009-01-06;6
380;1;2009-01-06;3
380;3;2009-01-06;10
388;3;2009-01-06;8
395;5;2009-01-06;7
399;5;2009-01-06;4
404;1;2009-01-06;4
408;1;2009-01-06;1
410;2;2009-01-06;6
413;4;2009-01-06;6
5;5;2009-01-07;9
25;3;2009-01-07;8
43;4;2009-01-07;9
46;5;2009-01-07;7
53;4;2009-01-07;3
59;4;2009-01-07;7
63;1;2009-01-07;2
69;1;2009-01-07;7
70;3;2009-01-07;8
116;3;2009-01-07;7
121;2;2009-01-07;2
129;3;2009-01-07;2
129;3;2009-01-07;8
131;4;2009-01-07;1
137;4;2009-01-07;2
138;3;2009-01-07;7
155;5;2009-01-07;3
166;3;2009-01-07;7
169;1;2009-01-07;6
169;2;2009-01-07;7
175;4;2009-01-07;4
185;4;2009-01-07;9
220;4;2009-01-07;9
220;2;2009-01-07;4
243;2;2009-01-07;2
258;3;2009-01-07;8
271;3;2009-01-07;2
284;2;2009-01-07;5
292;5;2009-01-07;9
301;3;2009-01-07;8
309;4;2009-01-07;9
311;5;2009-01-07;7
314;4;2009-01-07;3
317;4;2009-01-07;7
318;1;2009-01-07;2
321;1;2009-01-07;7
321;3;2009-01-07;8
340;3;2009-01-07;7
342;2;2009-01-07;2
345;3;2009-01-07;2
345;3;2009-01-07;8
346;4;2009-01-07;1
348;4;2009-01-07;2
349;3;2009-01-07;7
356;5;2009-01-07;3
361;3;2009-01-07;7
362;1;2009-01-07;6
362;2;2009-01-07;7
365;4;2009-01-07;4
369;4;2009-01-07;9
385;4;2009-01-07;9
385;2;2009-01-07;4
394;2;2009-01-07;2
401;3;2009-01-07;8
406;3;2009-01-07;2
411;2;2009-01-07;5
15;4;2009-01-08;6
22;2;2009-01-08;8
33;5;2009-01-08;1
36;5;2009-01-08;1
53;4;2009-01-08;4
54;5;2009-01-08;6
62;2;2009-01-08;7
63;3;2009-01-08;2
64;3;2009-01-08;8
64;2;2009-01-08;10
67;2;2009-01-08;8
67;1;2009-01-08;6
74;4;2009-01-08;2
92;4;2009-01-08;3
92;4;2009-01-08;7
95;4;2009-01-08;2
102;3;2009-01-08;9
122;3;2009-01-08;6
136;3;2009-01-08;8
141;4;2009-01-08;3
145;1;2009-01-08;10
153;2;2009-01-08;4
156;5;2009-01-08;2
162;1;2009-01-08;7
167;4;2009-01-08;10
197;4;2009-01-08;4
197;3;2009-01-08;6
203;3;2009-01-08;4
213;5;2009-01-08;4
227;4;2009-01-08;7
235;5;2009-01-08;10
235;2;2009-01-08;4
251;3;2009-01-08;1
252;1;2009-01-08;9
264;4;2009-01-08;8
279;4;2009-01-08;3
281;2;2009-01-08;7
296;4;2009-01-08;6
299;2;2009-01-08;8
304;5;2009-01-08;1
305;5;2009-01-08;1
314;4;2009-01-08;4
315;5;2009-01-08;6
318;2;2009-01-08;7
318;3;2009-01-08;2
319;3;2009-01-08;8
319;2;2009-01-08;10
320;2;2009-01-08;8
320;1;2009-01-08;6
323;4;2009-01-08;2
330;4;2009-01-08;3
330;4;2009-01-08;7
332;4;2009-01-08;2
335;3;2009-01-08;9
343;3;2009-01-08;6
348;3;2009-01-08;8
350;4;2009-01-08;3
352;1;2009-01-08;10
355;2;2009-01-08;4
356;5;2009-01-08;2
359;1;2009-01-08;7
361;4;2009-01-08;10
374;4;2009-01-08;4
374;3;2009-01-08;6
377;3;2009-01-08;4
381;5;2009-01-08;4
387;4;2009-01-08;7
391;5;2009-01-08;10
391;2;2009-01-08;4
398;3;2009-01-08;1
398;1;2009-01-08;9
403;4;2009-01-08;8
409;4;2009-01-08;3
410;2;2009-01-08;7
2;2;2009-01-09;7
25;3;2009-01-09;3
32;2;2009-01-09;2
36;3;2009-01-09;10
42;4;2009-01-09;5
63;4;2009-01-09;2
78;3;2009-01-09;3
84;4;2009-01-09;10
100;2;2009-01-09;6
103;5;2009-01-09;7
118;3;2009-01-09;5
167;2;2009-01-09;2
173;3;2009-01-09;9
175;4;2009-01-09;9
183;3;2009-01-09;7
191;2;2009-01-09;3
218;3;2009-01-09;9
239;4;2009-01-09;3
256;4;2009-01-09;8
272;3;2009-01-09;8
278;4;2009-01-09;4
287;3;2009-01-09;1
289;2;2009-01-09;1
291;2;2009-01-09;7
301;3;2009-01-09;3
304;2;2009-01-09;2
305;3;2009-01-09;10
309;4;2009-01-09;5
318;4;2009-01-09;2
324;3;2009-01-09;3
326;4;2009-01-09;10
334;2;2009-01-09;6
335;5;2009-01-09;7
341;3;2009-01-09;5
361;2;2009-01-09;2
364;3;2009-01-09;9
365;4;2009-01-09;9
368;3;2009-01-09;7
372;2;2009-01-09;3
384;3;2009-01-09;9
393;4;2009-01-09;3
400;4;2009-01-09;8
406;3;2009-01-09;8
409;4;2009-01-09;4
413;3;2009-01-09;1
413;2;2009-01-09;1
11;4;2009-01-10;2
12;4;2009-01-10;7
23;3;2009-01-10;7
32;3;2009-01-10;7
42;5;2009-01-10;3
46;4;2009-01-10;10
52;2;2009-01-10;7
63;3;2009-01-10;8
66;5;2009-01-10;10
68;3;2009-01-10;10
80;2;2009-01-10;2
81;3;2009-01-10;3
84;3;2009-01-10;2
95;1;2009-01-10;7
124;1;2009-01-10;6
133;1;2009-01-10;5
136;4;2009-01-10;8
161;5;2009-01-10;6
178;2;2009-01-10;2
185;1;2009-01-10;8
189;2;2009-01-10;8
216;4;2009-01-10;8
228;2;2009-01-10;9
235;3;2009-01-10;10
262;3;2009-01-10;9
269;2;2009-01-10;9
269;4;2009-01-10;4
270;3;2009-01-10;8
294;4;2009-01-10;2
295;4;2009-01-10;7
300;3;2009-01-10;7
304;3;2009-01-10;7
309;5;2009-01-10;3
311;4;2009-01-10;10
314;2;2009-01-10;7
318;3;2009-01-10;8
319;5;2009-01-10;10
320;3;2009-01-10;10
325;2;2009-01-10;2
325;3;2009-01-10;3
326;3;2009-01-10;2
332;1;2009-01-10;7
344;1;2009-01-10;6
347;1;2009-01-10;5
348;4;2009-01-10;8
359;5;2009-01-10;6
366;2;2009-01-10;2
369;1;2009-01-10;8
371;2;2009-01-10;8
383;4;2009-01-10;8
388;2;2009-01-10;9
391;3;2009-01-10;10
403;3;2009-01-10;9
405;2;2009-01-10;9
405;4;2009-01-10;4
406;3;2009-01-10;8
3;2;2009-01-11;4
10;1;2009-01-11;8
11;2;2009-01-11;6
25;4;2009-01-11;9
33;2;2009-01-11;3
36;2;2009-01-11;9
42;3;2009-01-11;8
49;3;2009-01-11;4
54;4;2009-01-11;9
64;1;2009-01-11;9
68;3;2009-01-11;6
72;4;2009-01-11;2
74;5;2009-01-11;5
78;2;2009-01-11;7
81;3;2009-01-11;7
90;4;2009-01-11;4
96;3;2009-01-11;1
110;4;2009-01-11;2
116;1;2009-01-11;2
117;3;2009-01-11;1
121;2;2009-01-11;9
124;2;2009-01-11;7
131;4;2009-01-11;3
135;2;2009-01-11;7
136;3;2009-01-11;8
139;2;2009-01-11;3
141;4;2009-01-11;4
146;4;2009-01-11;8
149;3;2009-01-11;5
160;2;2009-01-11;5
168;3;2009-01-11;6
202;5;2009-01-11;2
213;4;2009-01-11;1
215;3;2009-01-11;7
235;4;2009-01-11;2
244;5;2009-01-11;3
253;4;2009-01-11;6
280;2;2009-01-11;9
283;4;2009-01-11;8
284;5;2009-01-11;5
291;2;2009-01-11;4
294;1;2009-01-11;8
294;2;2009-01-11;6
301;4;2009-01-11;9
304;2;2009-01-11;3
305;2;2009-01-11;9
309;3;2009-01-11;8
312;3;2009-01-11;4
315;4;2009-01-11;9
319;1;2009-01-11;9
320;3;2009-01-11;6
322;4;2009-01-11;2
323;5;2009-01-11;5
324;2;2009-01-11;7
326;3;2009-01-11;7
329;4;2009-01-11;4
332;3;2009-01-11;1
338;4;2009-01-11;2
340;1;2009-01-11;2
341;3;2009-01-11;1
342;2;2009-01-11;9
344;2;2009-01-11;7
346;4;2009-01-11;3
348;2;2009-01-11;7
348;3;2009-01-11;8
349;2;2009-01-11;3
350;4;2009-01-11;4
352;4;2009-01-11;8
354;3;2009-01-11;5
358;2;2009-01-11;5
362;3;2009-01-11;6
377;5;2009-01-11;2
381;4;2009-01-11;1
382;3;2009-01-11;7
391;4;2009-01-11;2
395;5;2009-01-11;3
399;4;2009-01-11;6
410;2;2009-01-11;9
411;4;2009-01-11;8
411;5;2009-01-11;5
15;4;2009-01-12;8
27;2;2009-01-12;4
33;4;2009-01-12;5
36;3;2009-01-12;7
49;1;2009-01-12;9
55;3;2009-01-12;6
56;4;2009-01-12;6
61;2;2009-01-12;9
73;1;2009-01-12;8
73;5;2009-01-12;8
84;4;2009-01-12;6
87;5;2009-01-12;4
